JL	Control_1	Control_2	Control_3
ENST00000486223	0	0	0	0
ENST00000485068	2.008	0	0	0
ENST00000466679	0	0	0	0
ENST00000497634	0	0	0	0
ENST00000422223	34.992	0	0	0
ENST00000612958	0	0	0	0
ENST00000648267	18.146	59.744	85.699	0
ENST00000368521	9190.964	7465.41	8306.101	5662.083
ENST00000470180	0	5.221	22.759	87.833
ENST00000362076	474.512	179.769	190.214	358.85
ENST00000350592	1399.725	1488.326	2349.286	2443.525
ENST00000640799	151.362	413.183	416.386	251.066
ENST00000368519	592.834	1083.072	504.229	574.418
ENST00000483282	0	594.011	0	0
ENST00000493814	2.673	1.972	0	4.245
ENST00000368518	107.695	128.508	220.679	249.519
ENST00000368516	0	115.167	0	97.43
ENST00000511368	3	0	0	0
ENST00000274181	0	2	2	0
ENST00000433402	0	0	0	0
ENST00000513709	0	0	0	0
ENST00000552252	0	0	0	0
ENST00000216336	0	0	0	0
ENST00000328794	0	0	0	0
ENST00000582989	0	0	0	0
ENST00000580999	0	0	0	0
ENST00000283033	1948.001	3553.483	2833.612	2747.835
ENST00000570917	0	0	0	0
ENST00000356957	34.05	49.938	5.024	45.838
ENST00000575349	0	0	2.483	0
ENST00000572732	4.324	1.288	10.388	13.021
ENST00000575591	7.429	6.895	4.028	0
ENST00000576969	48.599	61.151	10.826	40.652
ENST00000571882	2.951	2.46	3.869	0
ENST00000573174	16.116	55.947	36.094	41.392
ENST00000478400	1.264	2.272	0	9.268
ENST00000303097	305.842	765.818	173.731	116.595
ENST00000394222	359.064	546.193	138.662	288.17
ENST00000471138	0	0	0	0
ENST00000460371	186.171	93.671	305.089	330.012
ENST00000335438	468.271	472.461	98.256	328.757
ENST00000486562	2.418	15.61	1.17	6.674
ENST00000475206	5.776	2.4	6.207	4.765
ENST00000492165	0	0	0	0
ENST00000535334	15.341	98.77	0	13.758
ENST00000361446	0	0	0	0
ENST00000469078	4.464	63.48	0	24.351
ENST00000474284	53.053	54.912	33	0
ENST00000473524	0	0	5.758	0
ENST00000418063	58.483	252.353	27.211	93.649
ENST00000492328	0	0	0	0
ENST00000484032	0	10.255	2.03	0
ENST00000621907	0	0	0	0
ENST00000428559	1800.125	3609.87	1842.717	2308.043
ENST00000526521	29.737	77.248	33.62	49.383
ENST00000524480	0	0	1.496	0
ENST00000531803	0	27.928	2.852	3.524
ENST00000528821	21.537	113.065	43.051	46.87
ENST00000532964	42.462	6.481	12.762	30.726
ENST00000533447	0	0	0	0
ENST00000526530	8.077	0	12.785	19.882
ENST00000530274	0	0	0	0
ENST00000532573	0	0	0	0
ENST00000420398	0	0	0	0
ENST00000261195	0	0	0	1
ENST00000434006	0	0	0	0
ENST00000487179	25.881	1.872	0	33.046
ENST00000641841	18	28	8	15.277
ENST00000493325	0	0	0	0
ENST00000641044	3.757	1.929	17	3.001
ENST00000408951	0	0	0	0
ENST00000613166	0	0	0	0
ENST00000376919	0	0	4	0
ENST00000542765	0	0	0	0
ENST00000470985	0	0	0	0
ENST00000396076	18.816	27.43	20.165	50.103
ENST00000350669	24829.283	20697.686	14938.333	18408.457
ENST00000396075	0	0	0	0
ENST00000470280	2.186	0	2.3	3.263
ENST00000450584	0	1.217	0	4.196
ENST00000539782	0	1.234	0	0
ENST00000544151	10.269	3.178	0	11.947
ENST00000535112	0	0	0	0
ENST00000422711	0	0	0	0
ENST00000428296	78.816	0	0	0
ENST00000490333	0	0	0	0
ENST00000420067	12.166	0	0	0
ENST00000494940	0	0	0	0
ENST00000420923	0	0	0	0
ENST00000489795	8.405	0	0	6.55
ENST00000482336	1.495	0	1.712	1.106
ENST00000485297	4.419	0	0	0
ENST00000426470	0	1.988	0	0
ENST00000551832	130.463	0	0	0
ENST00000585245	0	0	0	0
ENST00000388820	2461.445	3545.837	2175.058	6323.293
ENST00000569934	6.509	4.317	2.052	19.317
ENST00000566303	6.479	17.038	26.082	77.696
ENST00000565793	86.152	76.98	112.898	364.698
ENST00000568712	0	0	0	0
ENST00000329565	2102.13	1197.03	1228	646.001
ENST00000375147	3117.27	6601.062	3665.349	4437.124
ENST00000478100	49.052	97.41	42.402	33.448
ENST00000375130	2.679	12.183	15.416	4.104
ENST00000491445	1.022	0	1.07	0
ENST00000629069	0	0	0	0
ENST00000540794	0	0	0	0
ENST00000538586	0	0	0	0
ENST00000536154	0	0	3.557	0
ENST00000535520	0	21.443	17.751	0
ENST00000539107	107.463	106.512	141.6	52.619
ENST00000536442	286.9	268.448	219.647	223.874
ENST00000544649	13.327	28.153	15.68	26.791
ENST00000545336	349.567	361.01	251.345	289.689
ENST00000544780	4	1	3.088	4.02
ENST00000543534	5.404	0	5.907	12.529
ENST00000543809	17.98	25.937	14.565	2.057
ENST00000545737	6	26.201	11.298	10.615
ENST00000540401	0	0	0	0
ENST00000539904	9.75	8.447	10.477	3.045
ENST00000535212	0	15.383	6.264	0
ENST00000542801	6.194	0	0	3.521
ENST00000542814	2.001	18	10	17.003
ENST00000539270	0	0	0	0
ENST00000541792	0	0	0	0
ENST00000543019	0	0	0	0
ENST00000624946	26	8	31	20
ENST00000381259	1269.836	1748.489	1529.826	1120.243
ENST00000468643	0	0	0	0
ENST00000468788	0	0	0	0
ENST00000495055	0	0	0	0
ENST00000461088	0	0	0	0
ENST00000400577	0	0	0	0
ENST00000475864	0	0	0	0
ENST00000257915	2061.217	2874.134	1694.909	2246.591
ENST00000549867	124.516	22.664	93.84	27.387
ENST00000546822	0	0	14.434	0
ENST00000548115	89.154	127.624	59.227	53.766
ENST00000548108	145.182	594.898	309.195	147.416
ENST00000456005	0	0	0	0
ENST00000450902	0	407.563	0	0
ENST00000477800	1.334	0	12.211	0.499
ENST00000498580	24.932	25.526	11.592	17.268
ENST00000056217	498.054	362.014	176.863	186.95
ENST00000474817	0	33.511	16.789	36.457
ENST00000471847	0	0	0	0
ENST00000325366	933.94	1803.006	932.682	960.147
ENST00000510659	430.658	621.598	609.6	640.441
ENST00000513967	3.302	0	0	1.81
ENST00000515409	0	38.542	5.468	2.27
ENST00000507818	7.824	11.843	0	8.434
ENST00000517780	32.846	0	27.161	51.569
ENST00000511208	8.993	24.583	0	17.16
ENST00000504464	0	0	0	0
ENST00000510530	0	3.234	36.884	55.16
ENST00000504866	65.491	133.194	134.205	135.074
ENST00000449260	69.968	4.012	0	0
ENST00000552882	0	0	0	0
ENST00000550464	0	0	0	0
ENST00000548747	0	11.483	0	0
ENST00000548493	16.032	13.003	30	23
ENST00000550447	0	0	0	0
ENST00000549564	0	0	0	0
ENST00000549404	0	30.502	0	0
ENST00000550762	3	0	0	0
ENST00000548803	0	0	0	0
ENST00000547137	0	0	0	0
ENST00000546543	0	0	0	0
ENST00000556802	0	0	0	0
ENST00000548689	0	0	0	0
ENST00000550590	0	2	0	0
ENST00000549430	0	0	0	0
ENST00000549418	0	0	0	0
ENST00000549233	0	0	0	0
ENST00000549413	0	0	0	0
ENST00000423939	0	0	0	0
ENST00000431078	0	0	0	0
ENST00000470921	0	0	0	0
ENST00000362097	0	0	0	0
ENST00000430175	4.207	7.212	0	3.03
ENST00000404885	0	22.143	0	0
ENST00000407308	9.691	30.509	9.586	34.243
ENST00000461301	1.231	1.068	1.077	0
ENST00000377087	23.164	0	21.916	30.728
ENST00000412865	0	0	0	0
ENST00000403268	172.135	364.349	346.689	342.242
ENST00000334679	154.182	574.921	190.541	230.916
ENST00000342474	7.391	54.387	81.845	26.841
ENST00000442752	0	0	9.839	0
ENST00000249356	2893.92	2088.558	3579.854	1604.741
ENST00000491582	14.727	204.442	28.589	29.311
ENST00000465725	0	0	0	0
ENST00000515604	3.134	0	0	0
ENST00000651133	611.935	563.192	696.469	530.243
ENST00000514365	0	150.186	0	66.774
ENST00000509377	0	0	0	0
ENST00000514140	0	0	0	0
ENST00000409682	4010.579	6004.347	5209.446	5035.556
ENST00000478123	1.545	19.154	6.208	0
ENST00000437630	6.751	9.958	3.065	0
ENST00000477232	20.037	56.905	72.694	33.116
ENST00000492908	10.206	66.582	31.595	61.057
ENST00000381722	0	0	0	0
ENST00000376923	0	0	0	0
ENST00000311798	0	0	0	0
ENST00000403001	0	0	0	0
ENST00000347757	0	0	0	0
ENST00000557572	0	0	0	0
ENST00000345097	11395.067	4787.516	5526.758	4277.444
ENST00000557258	193.637	292.454	52.024	80.656
ENST00000555353	105.698	0	101.613	0
ENST00000553840	25.705	3.756	12.564	11.892
ENST00000556541	0	0	0	2
ENST00000555010	0	0	0	0
ENST00000557496	0	0	0	0
ENST00000557718	2.158	0	0	0
ENST00000553353	0	0	0	0
ENST00000556916	0	0	0	0
ENST00000555658	10.001	24	11.094	13
ENST00000554005	2.111	1.009	0	1.059
ENST00000557261	0	0	0	0
ENST00000555855	59.819	74.024	54.95	43.527
ENST00000555034	0	0	0	0
ENST00000553904	0	0	0	0
ENST00000261302	0	0	0	0
ENST00000615335	0	0	0	113.37
ENST00000381709	0	0	0	0
ENST00000381700	0	0	0	0
ENST00000619375	0	0	0	0
ENST00000610680	0	0	0	0
ENST00000468884	0	0	0	0
ENST00000415914	1462.956	2150.896	1707.457	1333.095
ENST00000313516	0	76.681	14.774	30.751
ENST00000493722	55.05	196.999	71.88	52.182
ENST00000438865	35.695	73.221	27.808	45.386
ENST00000446771	0	0	0	0
ENST00000412935	0	0	0	0
ENST00000484452	23.563	30.203	9.614	26.587
ENST00000461686	36.679	119.014	888.502	141.469
ENST00000398158	21.072	122.957	98.841	0
ENST00000398165	1430.508	7959.459	2024.949	2298.559
ENST00000359624	209.484	412.599	311.426	140.86
ENST00000352178	443.328	471.861	1288.156	133.838
ENST00000451248	0	0	0	0
ENST00000462349	37.111	82.307	161.315	21.564
ENST00000491776	42.313	254.336	129.955	95.129
ENST00000458223	3.187	0	0	6.341
ENST00000430013	0	3.954	10.735	1.417
ENST00000496485	1.451	7.934	10.27	0
ENST00000486098	1.006	6.094	0	3.041
ENST00000441030	0	0	3.671	0
ENST00000470912	0	0	0	0
ENST00000465732	11.715	198.126	154.034	56.808
ENST00000488526	12.137	27.392	34.289	3.318
ENST00000478709	6	12	72	8
ENST00000546407	0	0	0	0
ENST00000446805	0	0	0	0
ENST00000003084	0	0	0	0
ENST00000647639	0	0	0	0
ENST00000647978	0	0	0	0
ENST00000649406	0	0	0	0
ENST00000648260	0	0	0	0
ENST00000649850	0	0	0	0
ENST00000426809	0	0	0	0
ENST00000649781	0	0	0	0
ENST00000472848	0	0	0	0
ENST00000647720	0	0	0	0
ENST00000468795	0	0	0	0
ENST00000600166	0	0	0	2
ENST00000429014	0	0	0	0
ENST00000608965	0	0	0	0
ENST00000610149	0	0	0	0
ENST00000621535	0	0	0	0
ENST00000510197	1.17	4	3	1
ENST00000512895	0	0	0	0
ENST00000515589	0	0	0	10
ENST00000510328	0	0	0	0
ENST00000502320	0	1	0	0
ENST00000424749	0	0	0	0
ENST00000606246	0	0	0	0
ENST00000606550	0	0	0	0
ENST00000511946	1.83	0	0	0
ENST00000343605	407.368	1124.211	766.105	743.513
ENST00000406566	8.111	16.447	2.473	15.586
ENST00000451479	7.522	17.571	12.423	10.901
ENST00000621886	0	0	0	0
ENST00000622880	0	0	0	0
ENST00000315099	2	4	0	2
ENST00000256969	6.224	2.384	0	0
ENST00000535033	0	0	0	8
ENST00000546199	0	0	0	0
ENST00000544637	0	0	0	0
ENST00000535139	10.776	0	0	0
ENST00000649016	0	1	0	0
ENST00000543800	0	2.616	0	0
ENST00000537527	0	0	0	0
ENST00000393229	236.659	177.926	136.729	20.575
ENST00000490694	0	0	0	0
ENST00000483055	0	1	0	0
ENST00000372179	11.341	38.074	54.271	8.425
ENST00000329805	0	0	0	0
ENST00000469710	0	0	0	0
ENST00000493101	0	0	0	0
ENST00000330540	0	0	0	0
ENST00000478390	0	0	0	0
ENST00000483949	0	0	0	0
ENST00000482356	0	0	0	0
ENST00000393627	0	0	0	0
ENST00000478741	0	0	0	0
ENST00000264468	0	0	0	0
ENST00000426128	67.688	196.838	80.04	78.221
ENST00000257694	508.375	542.135	497.917	389.25
ENST00000422087	222.014	175.723	28.779	138.417
ENST00000453144	200.725	477.931	434.006	344.097
ENST00000436062	2059.44	2443.404	2130.898	1683.642
ENST00000453085	235.663	41.347	60.179	139.793
ENST00000483879	1.534	17.11	5.493	15.934
ENST00000476592	0	166.034	43.37	36.018
ENST00000462466	0	0	0	0
ENST00000489738	0	0	2.189	0
ENST00000427008	0	0	0	0
ENST00000415498	0	0	0	0
ENST00000370435	4582.618	2793.121	1437.384	1272.303
ENST00000650315	3426.146	1075.209	1602.679	888.793
ENST00000467503	16	13	3.065	0
ENST00000369947	7	2	2	0
ENST00000445148	0	0	0	0
ENST00000394836	4679.471	1375.502	814.227	1095.815
ENST00000531922	53.316	22.327	27.698	13.616
ENST00000301773	0	3.236	29.952	18.944
ENST00000526200	28.379	7.935	0	23.29
ENST00000533136	1.813	0	0	5.881
ENST00000530888	0	0	0	0
ENST00000414689	16.788	0	0	0
ENST00000279396	1892.913	1338.359	2485.72	1884.127
ENST00000575829	188.727	430.117	417.718	238.228
ENST00000561899	148.022	521.763	234.172	212.414
ENST00000570255	38.413	49.397	35.04	57.611
ENST00000566848	816.192	945.819	570.983	491.156
ENST00000569445	18.107	16.811	25.074	27.954
ENST00000569481	3.395	3.327	1.078	0
ENST00000237696	5	47.348	16.17	19
ENST00000462663	0	0	0	0
ENST00000479756	0	0	2.83	0
ENST00000471444	0	0	0	0
ENST00000498640	0	1.652	0	0
ENST00000552383	0	0	0	1.265
ENST00000547233	0	0	0	0
ENST00000550958	0	0	0	0
ENST00000618001	90.819	27.629	33.955	51.498
ENST00000549780	0	0	0	0
ENST00000549253	26.546	1.073	6.008	18.464
ENST00000551557	1.192	0	0	0
ENST00000343820	1169.735	875.388	587.322	976.332
ENST00000407501	349.009	335.469	0	41.241
ENST00000546979	0	26.52	0	0
ENST00000551402	132.89	176.589	59.473	80.44
ENST00000577543	315.944	150.95	86.238	176.395
ENST00000551541	294.528	441.881	53.566	165.584
ENST00000345133	284.567	148.33	37.25	151.987
ENST00000330513	323.554	282.84	110.213	204.178
ENST00000549546	0	247.934	0	0
ENST00000549468	0	0	0	0
ENST00000551333	0	2.135	0	0
ENST00000472042	372.163	302.228	214.045	287.346
ENST00000401449	89.057	0	0	0
ENST00000548489	0	0	0	0
ENST00000400167	978.712	682.173	459.417	407.935
ENST00000405385	818.536	614.48	249.739	522.743
ENST00000551294	0	0	0	0
ENST00000389916	0	0	0	0
ENST00000551017	0	0	0	0
ENST00000359939	0	0	0	0
ENST00000547389	0	0	0	0
ENST00000549637	0	0	0	0
ENST00000376208	4.591	0	0	0
ENST00000304053	0	0	0	0
ENST00000277120	0	0	0	0
ENST00000323115	0	1.103	0	0
ENST00000359847	0	62.897	37	20
ENST00000395882	80.255	0	0	0
ENST00000376214	0	0	0	0
ENST00000376213	1.154	0	0	0
ENST00000613555	0	0	0	0
ENST00000611951	0	0	0	0
ENST00000614407	3	4	2	1
ENST00000619866	0	0	0	0
ENST00000373164	0	0	0	0
ENST00000470102	0	0	0	0
ENST00000244565	4	10	6	0
ENST00000237642	301.935	710.723	554.911	725.034
ENST00000240662	361.35	2167.941	295	735.017
ENST00000665145	0	0	0	0
ENST00000667884	235.65	27.151	0	0
ENST00000657855	0	8.997	0	0
ENST00000537950	0	0	0	0
ENST00000602452	0	0	0	0
ENST00000649759	0	0	0	0
ENST00000381911	0	0	0	0
ENST00000381906	0	0	0	0
ENST00000381905	0	0	0	0
ENST00000468473	0	0	0	0
ENST00000252898	0	1	0	0
ENST00000617947	0	0	0	0
ENST00000381698	0	0	0	0
ENST00000375173	75.657	103.587	143.9	64.534
ENST00000341170	1328.547	1976.394	1603.217	1505.023
ENST00000375172	7.602	8.602	5.175	22.3
ENST00000375165	7.194	37.977	9.353	34.323
ENST00000375163	0	15.825	0	6.902
ENST00000484708	0	0	3	0
ENST00000268130	0	0	0	0
ENST00000560294	0	0	6	0
ENST00000558000	0	2	0	1
ENST00000557825	0	0	0	0
ENST00000444934	0	0	0	0
ENST00000379019	2101.082	3113.519	1822.431	2036.107
ENST00000418646	18.211	2.007	0	0
ENST00000481038	298.432	647.897	658.353	488.6
ENST00000462080	0	0	0	0
ENST00000633552	0	11.041	13.134	0
ENST00000473797	0	0	0	0
ENST00000481690	54.278	57.642	21.084	73.925
ENST00000485752	0	0	50.844	38.338
ENST00000424632	179.862	300.58	150.344	166.35
ENST00000295317	3320.004	2849.039	2392.926	1660.957
ENST00000490553	11.498	3.066	19.62	8.285
ENST00000463726	51.409	45.305	61.399	53.98
ENST00000478404	13	15	22.179	16.09
ENST00000647960	2.4	0	4.311	0
ENST00000648372	0	0	0	0
ENST00000493818	0	0	0	0
ENST00000477167	0	32.857	0	0
ENST00000490034	0	31.13	30.975	5.888
ENST00000375044	11.129	0	86.025	0
ENST00000400463	35.155	106.013	0	56.112
ENST00000247986	0	0	0	0
ENST00000462858	3.715	0	0	0
ENST00000498225	0	0	0	0
ENST00000463389	0	0	0	0
ENST00000341376	1874.629	2994.673	2322.326	2436.764
ENST00000353205	11.004	112.427	7.609	33.806
ENST00000503791	34.411	34.943	30.736	20.909
ENST00000380958	559.816	1010.63	913.163	766.13
ENST00000399613	1195.361	1780.582	1564.58	1325.325
ENST00000483842	1	2.044	0	0
ENST00000641810	1.506	9.071	0	0
ENST00000391496	0	0	0	0
ENST00000424843	503.306	1202.105	801.306	726.937
ENST00000276654	2679.557	3445.846	3239.001	3361.426
ENST00000518375	42.641	23.488	36.338	18.733
ENST00000523007	0	0	0	0
ENST00000522046	0	0	0	0
ENST00000520770	0	0	0	0
ENST00000519675	12.155	18.43	17.142	2.003
ENST00000649870	23.559	16.292	98.689	0
ENST00000487646	5.256	22.512	21.027	23.681
ENST00000375855	1.561	39.479	53.142	11.064
ENST00000478686	4.624	15.717	24.576	10.255
ENST00000375854	0	0	0	0
ENST00000618633	0	0	0	0
ENST00000639028	0	0	0	0
ENST00000316738	182.048	116.702	123.678	70.459
ENST00000555872	63.045	133.467	126.337	60.724
ENST00000557685	1.12	0	0	4.033
ENST00000556609	34.556	0	53.115	37.677
ENST00000553871	0	0	0	0
ENST00000556078	0	1	0	0
ENST00000556639	6.306	1.018	1.022	4.069
ENST00000555608	68.07	147.226	98.169	53.922
ENST00000550103	5	4	0	0
ENST00000538485	41.855	83.37	46.653	50.114
ENST00000556005	0	0	0	0
ENST00000554761	0	8.296	2.026	1.002
ENST00000555430	0	0	0	0
ENST00000343815	2789.014	3534.212	2309.801	3424.627
ENST00000441890	523.909	555.804	194.202	395.996
ENST00000412596	938.933	1091.258	866.84	895.157
ENST00000368504	0	243.141	365.323	418.164
ENST00000437652	0	0	0	0
ENST00000456325	154.196	315.08	128.923	177.333
ENST00000361546	0	22.974	162.964	19.491
ENST00000466173	41.623	9.283	25.175	31.1
ENST00000495676	23.026	173.443	23.735	95.279
ENST00000489076	82.204	66.067	118.995	77.36
ENST00000433615	0	0	46.55	6.367
ENST00000428595	384.64	698.337	314.758	252.267
ENST00000465855	46.859	30.339	39.186	16.551
ENST00000484696	29.275	72.251	80.058	68.856
ENST00000475373	76.922	146.418	107.24	102.472
ENST00000493867	103.13	105.565	77.695	80.703
ENST00000484819	20.756	47.055	51.594	46.625
ENST00000428931	6607.216	8416.323	5176.187	4834.697
ENST00000271877	1128.057	1216.119	963.914	706.309
ENST00000613315	250.537	1103.626	873.444	314.652
ENST00000470586	0	0	0	0
ENST00000486812	15.818	15.613	42.687	39.432
ENST00000447016	0	0	0	0
ENST00000422911	173.202	65.797	161.221	68.387
ENST00000441787	10.343	0	0	0
ENST00000449395	0	0	0	0
ENST00000398548	381.381	667.164	503.092	667.721
ENST00000433067	0	0	0	0
ENST00000465955	0	5.629	0	0
ENST00000477633	0	0	0	1.924
ENST00000495217	0	0	0	0
ENST00000491486	6.256	0	0	1.537
ENST00000489661	0	0	0	0
ENST00000496124	0	0	0	0
ENST00000269844	0	0	0	0
ENST00000447207	0	0	0	0
ENST00000587457	35.49	67.01	44.104	97.811
ENST00000412770	5866.307	10248.401	5902.513	5576.244
ENST00000587283	6.776	0	6.994	62.291
ENST00000586690	3.663	7.842	2.382	14.161
ENST00000589343	0	1	2.003	6.011
ENST00000591323	0	0	0	0
ENST00000591602	0	0	3.042	0
ENST00000592242	0	0	0	0
ENST00000378115	2.09	142.898	0	68.621
ENST00000259365	0	28	0	60
ENST00000375175	0	0	0	0
ENST00000395211	29	0	14	0
ENST00000324768	4.268	1	2.191	0
ENST00000495455	14	4	19.912	4
ENST00000486966	3.732	0	1.898	0
ENST00000576530	0	0	0	0
ENST00000270560	0	0	0	0
ENST00000296438	0	0	0	0
ENST00000436231	0	0	0	0
ENST00000445170	0	0	0	0
ENST00000415155	0	0	0	0
ENST00000477542	0	0	0	0
ENST00000468158	0	0	0	0
ENST00000295463	0	0	0	0
ENST00000457560	0	0	0	0
ENST00000231449	0	0	0	0
ENST00000350025	0	0	0	0
ENST00000495905	0	0	0	0
ENST00000622422	0	0	0	0
ENST00000430947	0	1864.807	467.297	0
ENST00000446042	0	1805.623	0	0
ENST00000530608	27.155	2.067	21.713	0
ENST00000299626	1224.185	2275.449	1616.142	1153.508
ENST00000525783	0	0	0	0
ENST00000531213	2.463	0	2.322	25.317
ENST00000526849	3.866	0	15.429	36.2
ENST00000376156	152.473	155.208	257.192	268.381
ENST00000526737	0	0	0	3.834
ENST00000532306	7.211	6.997	6.353	0
ENST00000532552	0	8.565	7.044	2.551
ENST00000532440	0	0	3.53	1.478
ENST00000524925	0	0	3.867	0
ENST00000529139	2.883	3.967	9.367	14.41
ENST00000525755	0	8.099	5.705	21.687
ENST00000530454	14.839	28.311	0	18.366
ENST00000525870	2.211	5.467	0	2.275
ENST00000532050	0	1.54	0	0
ENST00000527099	0	11.683	0	16.607
ENST00000530910	37.777	21.551	28.533	38.092
ENST00000525761	0	1.128	0	0
ENST00000526928	0	4	4	2
ENST00000615266	116.273	272.95	125.935	185.653
ENST00000256413	4312.758	8941.625	9217.566	5395.836
ENST00000382998	1230.186	2630.443	2171.872	1667.384
ENST00000591412	3.465	7.141	4.658	1.101
ENST00000591387	4.149	62.502	43.544	21.179
ENST00000587752	0	0	0	0
ENST00000588345	1.208	3.934	7.411	7.759
ENST00000589585	2.5	45.879	37.366	17.2
ENST00000587769	0	0	0	0
ENST00000587860	370.783	533.176	515.563	447.92
ENST00000592658	28.674	26.488	23.617	7.147
ENST00000590422	0	8.203	0	2.629
ENST00000636728	444.55	182.613	314.627	188.033
ENST00000636068	211.664	39.599	125.289	84.288
ENST00000636119	32.805	92.936	39.454	61.411
ENST00000333640	93.815	157.834	64.991	77.001
ENST00000550824	32.775	13.764	46.647	14.098
ENST00000552305	0	2.55	0	0
ENST00000547855	0	0	0	0
ENST00000549309	12.407	19.705	0	18.168
ENST00000546685	0	0	0	0
ENST00000548692	0	0	0	0
ENST00000547854	0	4	5	7
ENST00000283225	0	0	0	0
ENST00000441199	0	0	1.557	2
ENST00000416307	2.852	0	0	0
ENST00000328739	3.148	3	7.443	1
ENST00000354194	0	0	0	2
ENST00000641470	0	0	0	0
ENST00000641750	0	0	0	0
ENST00000641223	0	0	0	0
ENST00000641444	0	0	0	0
ENST00000642054	0	0	0	0
ENST00000302084	0	0	0	0
ENST00000244669	0	0	0	0
ENST00000611397	0	0	0	0
ENST00000371494	39.04	3.305	8.538	6.23
ENST00000488036	19.787	0	13.115	4.77
ENST00000620288	22.18	6.127	11.346	0
ENST00000649098	0	0	0	0
ENST00000620347	0	9.568	0	0
ENST00000371491	0	0	0	0
ENST00000405315	21267.296	23429.179	25946.994	20531.106
ENST00000407032	0	28.553	0	0
ENST00000452087	1347.363	289.939	1349.692	1339.759
ENST00000485798	0	0	0	0
ENST00000443560	21.45	4.42	12.325	9.404
ENST00000411700	32.319	43.241	57.44	49.017
ENST00000451312	10.857	1.222	0	1.472
ENST00000424608	0	0	0	0
ENST00000465524	39.391	64.07	70.122	50.06
ENST00000460125	5.435	16.023	21.972	18.591
ENST00000469291	0	2.229	0	1.102
ENST00000492367	0	8.733	0	26.099
ENST00000375403	358.142	792.422	919.764	575.209
ENST00000332592	0	0	0	0
ENST00000478244	218.129	301.29	346.6	232.904
ENST00000482038	0	0	3.404	3.071
ENST00000438545	0	0	0	1.997
ENST00000491647	1	2	3.316	3.068
ENST00000465938	0	11.324	0	0
ENST00000496873	0	4	4.289	2.02
ENST00000460318	0	0	0	9.766
ENST00000439909	30.728	7.391	47.736	24.966
ENST00000465710	0	6.702	0	0
ENST00000440343	6.447	15.654	9.527	8.72
ENST00000415785	2.416	11.344	1.052	7.284
ENST00000420804	0	0	5.723	12.288
ENST00000460086	3	6	4	3
ENST00000407236	544.304	1166.043	1534.276	1023.591
ENST00000496865	0	0	2	5.723
ENST00000624793	8	7	7	2.277
ENST00000484619	0	3	1	2
ENST00000481567	0	11.956	2	5.42
ENST00000402126	0	11.845	1.583	6.484
ENST00000493286	13.597	64.472	60.075	68.571
ENST00000262735	1524.227	2422.9	2084.802	1557.143
ENST00000420469	4.839	0	0	0
ENST00000617752	0	0	0	0
ENST00000394072	0	0	0	1
ENST00000254051	0	6	20	0
ENST00000582747	0	0	0	0
ENST00000497303	0	0	0	0
ENST00000442895	0	1.624	0	0
ENST00000446612	0	0	0	0
ENST00000409798	0	0	0	0
ENST00000472844	0	0	0	0
ENST00000455063	0	0	0	0
ENST00000295119	407.264	943.337	297.11	484.826
ENST00000497330	54.658	175.735	66.003	110.278
ENST00000374930	0	76.646	31.26	11.648
ENST00000479162	0	0	2.637	1.249
ENST00000452137	1.078	17.803	0	0
ENST00000369980	12806.866	8653.104	5637.025	7891.265
ENST00000369974	601.017	51.735	37.199	0
ENST00000444230	0	0	0	0
ENST00000477274	415.705	0	151.79	203.161
ENST00000455690	28.411	8.774	5.965	7.697
ENST00000369973	13.844	34.007	2.332	27.159
ENST00000444254	18.027	3.018	4.002	9.578
ENST00000437278	23	21.108	11.178	17.475
ENST00000393687	0	0	0	0
ENST00000429936	230.409	498.715	114.92	182.324
ENST00000443220	26.028	10.807	0	4.881
ENST00000467236	19.871	3.723	7.454	10.814
ENST00000463031	6.301	0	0	1.014
ENST00000376150	0	0	0	0
ENST00000379687	867.873	688.462	612.139	552.877
ENST00000451208	4.087	10.261	7.006	13.442
ENST00000456553	0	0	0	0
ENST00000472158	2.489	10.832	0	6.003
ENST00000379682	319.41	511.422	314.635	320.025
ENST00000466702	0	2.642	3.979	4.633
ENST00000471203	0	5.532	1.021	0
ENST00000340625	4.799	6.861	2.225	1.079
ENST00000373161	0	0	0	0
ENST00000373158	0	0	0	0
ENST00000470917	0	0	0	0
ENST00000396641	0	0	0	0
ENST00000414619	0	0	0	0
ENST00000648296	0	0	0	0
ENST00000432040	0	0	0	0
ENST00000417744	0	0	0	0
ENST00000469437	0	0	0	0
ENST00000456208	0	0	0	0
ENST00000320065	0	0	0	0
ENST00000585672	135.553	215.21	154.906	129.131
ENST00000592060	13.661	4.514	0	0
ENST00000382948	12.049	7.654	0	0
ENST00000353909	511.202	351.69	199.535	283.704
ENST00000591416	1391.845	2450.111	1753.569	1717.687
ENST00000339998	0	46.45	0	71.355
ENST00000590208	416.042	1102.903	841.361	511.916
ENST00000587605	79.733	10.419	46.52	121.707
ENST00000588937	0	0	0	0
ENST00000585595	17.974	20.349	4.475	31.845
ENST00000589541	49.412	114.943	87.46	76.465
ENST00000398495	0	3.979	0	7.095
ENST00000457839	0	0	0	0
ENST00000398493	0	0	0	0
ENST00000398488	231.479	403.485	141.556	76.819
ENST00000591535	0	0	0	0
ENST00000586884	19.058	47.277	40.653	36.629
ENST00000589733	50.631	85.456	22.108	33.516
ENST00000591661	0	31.611	12.79	14.694
